n_sector,addetti_ul,4,12,24,40,42,43,72,74,76,78,80,84
3.0,657.97000269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,13207.889987950999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,2429.50998689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,6903.720006509,0.0014224215626852566,0.0014224215626852566,0.0014224215626852566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,1775.3700234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,2413.2199835,0.0004143841037441003,0.0004143841037441003,0.0004143841037441003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,91.02000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,1760.180034219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,355.48999013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,2795.70999465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,3205.579998891,0.0022429638637898436,0.0022429638637898436,0.0022429638637898436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,1740.58001436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,9431.7699789,0.00031807391472770855,0.00031807391472770855,0.00031807391472770855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,1083.75999657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,2030.10001946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,6590.5200358600005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,3201.160065709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,1584.9500319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,5279.900000161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,1914.939998316,0.0005222095736051265,0.0005222095736051265,0.0005222095736051265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,3742.04001621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,272.45999592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,2529.5099898189997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.0,37874.17996336,0.002649826376890262,0.002649826376890262,0.002649826376890262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,72946.689867674,0.0006395081072852456,0.0006395081072852456,0.0006395081072852456,0.0006395081072852456,0.0006395081072852456,0.0006395081072852456,0.0006257994660595229,0.0,0.0,0.0,0.0,0.0
