n_sector,addetti_ul,4,12,23,24,25,28,33,40,42,43,44,50,52,72,74,76,78,80,84,91,100
3.0,914.85999705,0.0,0.0021861268461284508,0.0021861268461284508,0.0021861268461284508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021861268461284508
4.0,47934.760030393,0.005403177166961537,0.005405263335744621,0.005405263335744621,0.005405263335744621,0.005403177166961537,0.005403177166961537,0.005403177166961537,0.005403177166961537,0.005361453791299869,0.005361453791299869,0.005361453791299869,0.005361453791299869,0.005361453791299869,0.005361453791299869,0.005361453791299869,0.005361453791299869,0.0,0.0,0.0,0.0,0.005405263335744621
5.0,67909.1199645398,0.005115218696419372,0.005115218696419372,0.005115218696419372,0.005115218696419372,0.005115218696419372,0.005115218696419372,0.005115218696419372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005115218696419372
6.0,13389.100004984999,0.002882195142737918,0.002882195142737918,0.002882195142737918,0.002882195142737918,0.002882195142737918,0.002882195142737918,0.002882195142737918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002882195142737918
7.0,11835.180002979001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,11458.050053875,2.181872123306465e-05,2.181872123306465e-05,2.181872123306465e-05,2.181872123306465e-05,2.181872123306465e-05,2.181872123306465e-05,2.181872123306465e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.181872123306465e-05
9.0,735.669999899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,11011.60000377,0.00040230300759956026,0.00040230300759956026,0.00040230300759956026,0.00040230300759956026,0.00040230300759956026,0.00040230300759956026,0.00040230300759956026,0.00040230300759956026,0.00040230300759956026,0.00040230300759956026,0.00040230300759956026,0.00040230300759956026,0.00040230300759956026,0.00040230300759956026,0.0,0.0,0.0,0.0,0.0,0.0,0.00040230300759956026
11.0,4698.880034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
