n_sector,addetti_ul,4,12,23,24,25,28,33,40,42,43,44,50,52,72,74,76,78,84,91
3.0,355.62999507,0.011247645180246017,0.011247645180246017,0.011247645180246017,0.011247645180246017,0.011247645180246017,0.011247645180246017,0.011247645180246017,0.011247645180246017,0.011247645180246017,0.011247645180246017,0.011247645180246017,0.011247645180246017,0.011247645180246017,0.011247645180246017,0.0,0.0,0.0,0.0,0.0
4.0,12334.720001561,0.001264722660751583,0.0013814662998303594,0.0013814662998303594,0.0013814662998303594,0.001264722660751583,0.001264722660751583,0.001264722660751583,0.001264722660751583,0.0011836506947990972,0.0011836506947990972,0.0011836506947990972,0.0011836506947990972,0.0011836506947990972,0.0011836506947990972,0.0,0.0,0.0,0.0,0.0
5.0,36640.579993061,0.005265200434505546,0.005265200434505546,0.005265200434505546,0.005265200434505546,0.005265200434505546,0.005265200434505546,0.005265200434505546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,4388.2499721,0.007531476126047555,0.007531476126047555,0.007531476126047555,0.007531476126047555,0.007531476126047555,0.007531476126047555,0.007531476126047555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,3525.55997952,0.03934977737037051,0.03934977737037051,0.03934977737037051,0.03934977737037051,0.03934977737037051,0.03934977737037051,0.03934977737037051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,2329.69999809,0.014555522182169826,0.014555522182169826,0.014555522182169826,0.014555522182169826,0.014555522182169826,0.014555522182169826,0.014555522182169826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,560.1800008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,2025.47000826,0.0077858472037052665,0.01617896086654544,0.01617896086654544,0.01617896086654544,0.0077858472037052665,0.0077858472037052665,0.0077858472037052665,0.0077858472037052665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,1693.010022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,10352.740009379999,0.01849075709682236,0.01849075709682236,0.01849075709682236,0.01849075709682236,0.01849075709682236,0.01849075709682236,0.01849075709682236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,3264.88000092,0.0006064541420946749,0.0006064541420946749,0.0006064541420946749,0.0006064541420946749,0.0006064541420946749,0.0006064541420946749,0.0006064541420946749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,2413.20999985,0.007027983060344602,0.008673094758144116,0.008673094758144116,0.008673094758144116,0.007027983060344602,0.007027983060344602,0.007027983060344602,0.007027983060344602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,20013.649936769,0.01290918954894589,0.01290918954894589,0.01290918954894589,0.01290918954894589,0.01290918954894589,0.01290918954894589,0.01290918954894589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,3049.76997259,0.01413221272009494,0.06346052152767352,0.06346052152767352,0.06346052152767352,0.06346052152767352,0.06346052152767352,0.01413221272009494,0.01413221272009494,0.01413221272009494,0.01413221272009494,0.01413221272009494,0.01413221272009494,0.01413221272009494,0.0012296009317762852,0.0,0.0,0.0,0.0,0.0
17.0,9720.560006988999,0.0011563119811943488,0.0018188252618458437,0.0018188252618458437,0.0018188252618458437,0.0018188252618458437,0.0018188252618458437,0.0011563119811943488,0.0011563119811943488,0.0011563119811943488,0.0011563119811943488,0.0011563119811943488,0.0011563119811943488,0.0011563119811943488,0.0009505625183483793,0.0,0.0,0.0,0.0,0.0
18.0,13411.569999699,0.003113729414299536,0.003113729414299536,0.003113729414299536,0.003113729414299536,0.003113729414299536,0.003113729414299536,0.003113729414299536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,1591.8099986299999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3517.730010238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,18385.189953662,0.002456324961222657,0.002456324961222657,0.002456324961222657,0.002456324961222657,0.002456324961222657,0.002456324961222657,0.002456324961222657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,4182.759996217001,0.009622833013704628,0.009622833013704628,0.009622833013704628,0.009622833013704628,0.009622833013704628,0.009622833013704628,0.009622833013704628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,1616.060001368,0.0012375778116573602,0.0024751556233147203,0.0024751556233147203,0.0024751556233147203,0.0012375778116573602,0.0012375778116573602,0.0012375778116573602,0.0012375778116573602,0.0012375778116573602,0.0012375778116573602,0.0012375778116573602,0.0012375778116573602,0.0012375778116573602,0.0012375778116573602,0.0,0.0,0.0,0.0,0.0
24.0,993.07001177,0.006031800103724523,0.030199280458129307,0.030199280458129307,0.030199280458129307,0.006031800103724523,0.006031800103724523,0.006031800103724523,0.006031800103724523,0.006031800103724523,0.006031800103724523,0.006031800103724523,0.006031800103724523,0.006031800103724523,0.006031800103724523,0.0,0.0,0.0,0.0,0.0
25.0,4677.069998049,0.0008124744768808546,0.002095328914061151,0.002095328914061151,0.002095328914061151,0.0008124744768808546,0.0008124744768808546,0.0008124744768808546,0.0008124744768808546,0.0008124744768808546,0.0008124744768808546,0.0008124744768808546,0.0008124744768808546,0.0008124744768808546,0.0008124744768808546,0.0,0.0,0.0,0.0,0.0
26.0,33868.429973453996,0.013226181372744537,0.013226181372744537,0.013226181372744537,0.013226181372744537,0.013226181372744537,0.013226181372744537,0.013226181372744537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,91317.3699857498,0.00383705749776498,0.008215961518012172,0.008215961518012172,0.00383705749776498,0.00383705749776498,0.00383705749776498,0.00383705749776498,0.00383705749776498,0.00383705749776498,0.00383705749776498,0.002897477217546778,0.002897477217546778,0.002897477217546778,0.002897477217546778,0.00010468983033010979,0.00010468983033010979,0.00010468983033010979,0.00010468983033010979,0.00010468983033010979
28.0,20798.340020312,0.0038315556636814973,0.0043835227912882415,0.0043835227912882415,0.0043835227912882415,0.0043835227912882415,0.0038315556636814973,0.0038315556636814973,0.0038315556636814973,0.0038315556636814973,0.0038315556636814973,0.0038315556636814973,0.0033512288784551952,0.0033512288784551952,0.0033512288784551952,0.0022319087943876987,0.0022319087943876987,0.0022319087943876987,0.0022319087943876987,0.0
29.0,40411.37997412,0.003427994779656535,0.006559538433474949,0.006559538433474949,0.006559538433474949,0.003427994779656535,0.003427994779656535,0.003427994779656535,0.003427994779656535,0.003427994779656535,0.0025495293592048035,0.0025495293592048035,0.0025495293592048035,0.0025495293592048035,0.0025495293592048035,0.00011952078605316557,0.0,0.0,0.0,0.0
