n_sector,addetti_ul,4,12,23,24,25,28,33,40,42,43,44,50,52,72,74,76,80,84,91,100
3.0,914.85999705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,47934.760030393,0.005212709932031996,0.008645083426666785,0.008645083426666785,0.008645083426666785,0.005212709932031996,0.005212709932031996,0.005212709932031996,0.005212709932031996,4.1723375661667504e-05,4.1723375661667504e-05,4.1723375661667504e-05,4.1723375661667504e-05,4.1723375661667504e-05,4.1723375661667504e-05,4.1723375661667504e-05,4.1723375661667504e-05,0.0,0.0,0.0,0.008645083426666785
5.0,67909.1199645398,0.02633696338877479,0.02633696338877479,0.02633696338877479,0.02633696338877479,0.02633696338877479,0.02633696338877479,0.02633696338877479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02633696338877479
6.0,13389.100004984999,0.013900859582100682,0.013900859582100682,0.013900859582100682,0.013900859582100682,0.013900859582100682,0.013900859582100682,0.013900859582100682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013900859582100682
7.0,11835.180002979001,0.013110911634714688,0.013110911634714688,0.013110911634714688,0.013110911634714688,0.013110911634714688,0.013110911634714688,0.013110911634714688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013110911634714688
8.0,11458.050053875,0.06711700729740848,0.06711700729740848,0.06711700729740848,0.06711700729740848,0.06711700729740848,0.06711700729740848,0.06711700729740848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06711700729740848
9.0,735.669999899,0.0,0.03338453247158622,0.03338453247158622,0.03338453247158622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03338453247158622
10.0,11011.60000377,0.0013594754617743787,0.031832793397870464,0.031832793397870464,0.031832793397870464,0.0013594754617743787,0.0013594754617743787,0.0013594754617743787,0.0013594754617743787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031832793397870464
11.0,4698.880034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,26087.00001798,0.024237359749078556,0.024237359749078556,0.024237359749078556,0.024237359749078556,0.024237359749078556,0.024237359749078556,0.024237359749078556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024237359749078556
13.0,21844.679987048,0.021278865086858854,0.021278865086858854,0.021278865086858854,0.021278865086858854,0.021278865086858854,0.021278865086858854,0.021278865086858854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021278865086858854
14.0,13900.49001727,0.006114892345118468,0.017249751757103294,0.017249751757103294,0.017249751757103294,0.006114892345118468,0.006114892345118468,0.006114892345118468,0.006114892345118468,7.19399099425702e-05,7.19399099425702e-05,7.19399099425702e-05,7.19399099425702e-05,7.19399099425702e-05,7.19399099425702e-05,7.19399099425702e-05,7.19399099425702e-05,0.0,0.0,0.0,0.017249751757103294
15.0,86738.490060118,0.018248415449507383,0.018248415449507383,0.018248415449507383,0.018248415449507383,0.018248415449507383,0.018248415449507383,0.018248415449507383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018248415449507383
16.0,9547.89001336,0.002042335947807775,0.00890563240475338,0.00890563240475338,0.00890563240475338,0.00890563240475338,0.00890563240475338,0.002042335947807775,0.002042335947807775,0.002042335947807775,0.002042335947807775,0.002042335947807775,0.002042335947807775,0.002042335947807775,0.0,0.0,0.0,0.0,0.0,0.0,0.00890563240475338
17.0,31981.260033597,0.00012507324588830815,0.008525930401227292,0.008525930401227292,0.008525930401227292,0.008525930401227292,0.008525930401227292,0.00012507324588830815,0.00012507324588830815,0.00012507324588830815,0.00012507324588830815,0.00012507324588830815,0.00012507324588830815,0.00012507324588830815,0.0,0.0,0.0,0.0,0.0,0.0,0.008836737404752413
18.0,77390.920127877,0.006034041201841055,0.006034041201841055,0.006034041201841055,0.006034041201841055,0.006034041201841055,0.006034041201841055,0.006034041201841055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006034041201841055
19.0,6836.499996048,0.031573173425696946,0.031573173425696946,0.031573173425696946,0.031573173425696946,0.031573173425696946,0.031573173425696946,0.031573173425696946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031573173425696946
20.0,6400.979968528,0.00574911964745028,0.00574911964745028,0.00574911964745028,0.00574911964745028,0.00574911964745028,0.00574911964745028,0.00574911964745028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00574911964745028
21.0,60834.910079999005,0.011296967262156777,0.011296967262156777,0.011296967262156777,0.011296967262156777,0.011296967262156777,0.011296967262156777,0.011296967262156777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011296967262156777
22.0,16243.599996226,0.017435789996355654,0.017435789996355654,0.017435789996355654,0.017435789996355654,0.017435789996355654,0.017435789996355654,0.017435789996355654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017435789996355654
