ateco_ul_2007,ateco_sector,n_sector,hazus_sector,ING_sector,addetti_ul
6100,Attività estrattiva,3.0,IND4,na,6.1599998
6200,Attività estrattiva,3.0,IND4,na,4014.15008879
7290,Attività estrattiva,3.0,IND4,na,1.0
8110,Attività estrattiva,3.0,IND4,na,519.5399998
8120,Attività estrattiva,3.0,IND4,na,1152.780001709
8910,Attività estrattiva,3.0,IND4,na,4.0
8930,Attività estrattiva,3.0,IND4,na,10.909999899999999
8990,Attività estrattiva,3.0,IND4,na,284.6900004
9100,Attività estrattiva,3.0,IND4,na,74.39999999999999
9900,Attività estrattiva,3.0,IND4,na,7.6800001
10110,"Industrie alimentari, delle bevande e del tabacco",4.0,IND3,IND_LG,6257.389984657
10120,"Industrie alimentari, delle bevande e del tabacco",4.0,IND3,IND_LG,900.8500055000001
10130,"Industrie alimentari, delle bevande e del tabacco",4.0,IND3,IND_LG,5276.09997828
10200,"Industrie alimentari, delle bevande e del tabacco",4.0,IND3,IND_LG,901.93999347
10310,"Industrie alimentari, delle bevande e del tabacco",4.0,IND3,IND_LG,415.38
10320,"Industrie alimentari, delle bevande e del tabacco",4.0,IND3,IND_LG,22.5100001
10390,"Industrie alimentari, delle bevande e del tabacco",4.0,IND3,IND_LG,2335.589984021
10411,"Industrie alimentari, delle bevande e del tabacco",4.0,IND3,IND_LG,72.64999958
10412,"Industrie alimentari, delle bevande e del tabacco",4.0,IND3,IND_LG,203.61000005
10413,"Industrie alimentari, delle bevande e del tabacco",4.0,IND3,IND_LG,242.65000281000002
10420,"Industrie alimentari, delle bevande e del tabacco",4.0,IND3,IND_LG,261.229999
10511,"Industrie alimentari, delle bevande e del tabacco",4.0,IND3,IND_LG,1109.81997002
10512,"Industrie alimentari, delle bevande e del tabacco",4.0,IND3,IND_LG,7619.0599614699995
10520,"Industrie alimentari, delle bevande e del tabacco",4.0,IND3,IND_LG,330.2099982
10611,"Industrie alimentari, delle bevande e del tabacco",4.0,IND3,IND_LG,476.2700004
10612,"Industrie alimentari, delle bevande e del tabacco",4.0,IND3,IND_LG,586.079989398
10613,"Industrie alimentari, delle bevande e del tabacco",4.0,IND3,IND_LG,573.0799998699999
10614,"Industrie alimentari, delle bevande e del tabacco",4.0,IND3,IND_LG,282.45999822
10620,"Industrie alimentari, delle bevande e del tabacco",4.0,IND3,IND_LG,116.85000279999998
10711,"Industrie alimentari, delle bevande e del tabacco",4.0,IND3,IND_LG,13234.8199857
10712,"Industrie alimentari, delle bevande e del tabacco",4.0,IND3,IND_LG,3582.229999378
10720,"Industrie alimentari, delle bevande e del tabacco",4.0,IND3,IND_LG,2596.3799935
10730,"Industrie alimentari, delle bevande e del tabacco",4.0,IND3,IND_LG,2657.570014911
10820,"Industrie alimentari, delle bevande e del tabacco",4.0,IND3,IND_LG,5358.95999631
10830,"Industrie alimentari, delle bevande e del tabacco",4.0,IND3,IND_LG,1265.62000321
10840,"Industrie alimentari, delle bevande e del tabacco",4.0,IND3,IND_LG,318.9799992
10850,"Industrie alimentari, delle bevande e del tabacco",4.0,IND3,IND_LG,1510.279993819
10860,"Industrie alimentari, delle bevande e del tabacco",4.0,IND3,IND_LG,1026.3200055
10890,"Industrie alimentari, delle bevande e del tabacco",4.0,IND3,IND_LG,3336.650003968
10910,"Industrie alimentari, delle bevande e del tabacco",4.0,IND3,IND_LG,1261.74999232
10920,"Industrie alimentari, delle bevande e del tabacco",4.0,IND3,IND_LG,388.68999512
11010,"Industrie alimentari, delle bevande e del tabacco",4.0,IND3,IND_LG,1122.87998821
11021,"Industrie alimentari, delle bevande e del tabacco",4.0,IND3,IND_LG,864.00999695
11022,"Industrie alimentari, delle bevande e del tabacco",4.0,IND3,IND_LG,192.480000129
11030,"Industrie alimentari, delle bevande e del tabacco",4.0,IND3,IND_LG,82.459999
11040,"Industrie alimentari, delle bevande e del tabacco",4.0,IND3,IND_LG,11.6299999
11050,"Industrie alimentari, delle bevande e del tabacco",4.0,IND3,IND_LG,1203.20995896
11070,"Industrie alimentari, delle bevande e del tabacco",4.0,IND3,IND_LG,2988.94003588
12000,"Industrie alimentari, delle bevande e del tabacco",4.0,IND3,IND_LG,0.5
13100,"Industrie tessili, abbigliamento, pelli e accessori",5.0,IND1+IND2,IND_LG,4226.959989889
13200,"Industrie tessili, abbigliamento, pelli e accessori",5.0,IND1+IND2,IND_LG,11159.89003812
13300,"Industrie tessili, abbigliamento, pelli e accessori",5.0,IND1+IND2,IND_LG,6753.71998305
13910,"Industrie tessili, abbigliamento, pelli e accessori",5.0,IND1+IND2,IND_LG,1614.48000704
13921,"Industrie tessili, abbigliamento, pelli e accessori",5.0,IND1+IND2,IND_LG,3347.259974638
13922,"Industrie tessili, abbigliamento, pelli e accessori",5.0,IND1+IND2,IND_LG,2818.2400046
13930,"Industrie tessili, abbigliamento, pelli e accessori",5.0,IND1+IND2,IND_LG,431.05999863
13940,"Industrie tessili, abbigliamento, pelli e accessori",5.0,IND1+IND2,IND_LG,472.5800005
13950,"Industrie tessili, abbigliamento, pelli e accessori",5.0,IND1+IND2,IND_LG,1547.6799879
13961,"Industrie tessili, abbigliamento, pelli e accessori",5.0,IND1+IND2,IND_LG,1619.40999252
13962,"Industrie tessili, abbigliamento, pelli e accessori",5.0,IND1+IND2,IND_LG,4555.2999926
13991,"Industrie tessili, abbigliamento, pelli e accessori",5.0,IND1+IND2,IND_LG,1239.69000441
13992,"Industrie tessili, abbigliamento, pelli e accessori",5.0,IND1+IND2,IND_LG,608.55000192
