ateco_ul_2007,ateco_sector,n_sector,hazus_sector,ING_sector,addetti_ul
7290,Attività estrattiva,3.0,IND4,na,0.0
8110,Attività estrattiva,3.0,IND4,na,488.249992619
8120,Attività estrattiva,3.0,IND4,na,206.489998909
8910,Attività estrattiva,3.0,IND4,na,47.07
8930,Attività estrattiva,3.0,IND4,na,16.629999
8990,Attività estrattiva,3.0,IND4,na,116.40999880999999
10110,"Industrie alimentari, delle bevande e del tabacco",4.0,IND3,IND_LG,247.5900001
10130,"Industrie alimentari, delle bevande e del tabacco",4.0,IND3,IND_LG,245.400001288
10200,"Industrie alimentari, delle bevande e del tabacco",4.0,IND3,IND_LG,356.06000980000005
10310,"Industrie alimentari, delle bevande e del tabacco",4.0,IND3,IND_LG,18.2300005
10320,"Industrie alimentari, delle bevande e del tabacco",4.0,IND3,IND_LG,1.0599999
10390,"Industrie alimentari, delle bevande e del tabacco",4.0,IND3,IND_LG,159.8599998
10411,"Industrie alimentari, delle bevande e del tabacco",4.0,IND3,IND_LG,206.839999896
10412,"Industrie alimentari, delle bevande e del tabacco",4.0,IND3,IND_LG,7.7700000000000005
10413,"Industrie alimentari, delle bevande e del tabacco",4.0,IND3,IND_LG,2.5699999
10511,"Industrie alimentari, delle bevande e del tabacco",4.0,IND3,IND_LG,208.45998988999997
10512,"Industrie alimentari, delle bevande e del tabacco",4.0,IND3,IND_LG,1591.85000155
10520,"Industrie alimentari, delle bevande e del tabacco",4.0,IND3,IND_LG,49.46999988
10611,"Industrie alimentari, delle bevande e del tabacco",4.0,IND3,IND_LG,147.03000021
10612,"Industrie alimentari, delle bevande e del tabacco",4.0,IND3,IND_LG,7.0
10613,"Industrie alimentari, delle bevande e del tabacco",4.0,IND3,IND_LG,14.92
10614,"Industrie alimentari, delle bevande e del tabacco",4.0,IND3,IND_LG,39.8199996
10711,"Industrie alimentari, delle bevande e del tabacco",4.0,IND3,IND_LG,3849.7300074199998
10712,"Industrie alimentari, delle bevande e del tabacco",4.0,IND3,IND_LG,936.25999778
10720,"Industrie alimentari, delle bevande e del tabacco",4.0,IND3,IND_LG,346.28999969
10730,"Industrie alimentari, delle bevande e del tabacco",4.0,IND3,IND_LG,469.96
10820,"Industrie alimentari, delle bevande e del tabacco",4.0,IND3,IND_LG,44.51000029
10830,"Industrie alimentari, delle bevande e del tabacco",4.0,IND3,IND_LG,68.76999999
10840,"Industrie alimentari, delle bevande e del tabacco",4.0,IND3,IND_LG,25.839999900000002
10850,"Industrie alimentari, delle bevande e del tabacco",4.0,IND3,IND_LG,149.84999919
10860,"Industrie alimentari, delle bevande e del tabacco",4.0,IND3,IND_LG,3.47
10890,"Industrie alimentari, delle bevande e del tabacco",4.0,IND3,IND_LG,187.97000235
10910,"Industrie alimentari, delle bevande e del tabacco",4.0,IND3,IND_LG,154.5899999
11010,"Industrie alimentari, delle bevande e del tabacco",4.0,IND3,IND_LG,100.14999971
11021,"Industrie alimentari, delle bevande e del tabacco",4.0,IND3,IND_LG,702.6200004
11022,"Industrie alimentari, delle bevande e del tabacco",4.0,IND3,IND_LG,4.97000003
11040,"Industrie alimentari, delle bevande e del tabacco",4.0,IND3,IND_LG,6.3200001
11050,"Industrie alimentari, delle bevande e del tabacco",4.0,IND3,IND_LG,144.44000062
11070,"Industrie alimentari, delle bevande e del tabacco",4.0,IND3,IND_LG,181.2599993
13100,"Industrie tessili, abbigliamento, pelli e accessori",5.0,IND1+IND2,IND_LG,39.03999907
13200,"Industrie tessili, abbigliamento, pelli e accessori",5.0,IND1+IND2,IND_LG,88.7600008
13300,"Industrie tessili, abbigliamento, pelli e accessori",5.0,IND1+IND2,IND_LG,7.8
13910,"Industrie tessili, abbigliamento, pelli e accessori",5.0,IND1+IND2,IND_LG,2.0
13921,"Industrie tessili, abbigliamento, pelli e accessori",5.0,IND1+IND2,IND_LG,86.999999988
13922,"Industrie tessili, abbigliamento, pelli e accessori",5.0,IND1+IND2,IND_LG,89.670000101
13930,"Industrie tessili, abbigliamento, pelli e accessori",5.0,IND1+IND2,IND_LG,20.780000180000002
13940,"Industrie tessili, abbigliamento, pelli e accessori",5.0,IND1+IND2,IND_LG,4.99
13962,"Industrie tessili, abbigliamento, pelli e accessori",5.0,IND1+IND2,IND_LG,21.6900001
13991,"Industrie tessili, abbigliamento, pelli e accessori",5.0,IND1+IND2,IND_LG,6.35
14110,"Industrie tessili, abbigliamento, pelli e accessori",5.0,IND1+IND2,IND_LG,0.33000001
14120,"Industrie tessili, abbigliamento, pelli e accessori",5.0,IND1+IND2,IND_LG,17.80999988
14131,"Industrie tessili, abbigliamento, pelli e accessori",5.0,IND1+IND2,IND_LG,114.73000082
14132,"Industrie tessili, abbigliamento, pelli e accessori",5.0,IND1+IND2,IND_LG,155.87999999
14140,"Industrie tessili, abbigliamento, pelli e accessori",5.0,IND1+IND2,IND_LG,28.8900009
14191,"Industrie tessili, abbigliamento, pelli e accessori",5.0,IND1+IND2,IND_LG,15.919999967999999
14192,"Industrie tessili, abbigliamento, pelli e accessori",5.0,IND1+IND2,IND_LG,14.629999900000001
14200,"Industrie tessili, abbigliamento, pelli e accessori",5.0,IND1+IND2,IND_LG,8.5999999
14310,"Industrie tessili, abbigliamento, pelli e accessori",5.0,IND1+IND2,IND_LG,0.17
14390,"Industrie tessili, abbigliamento, pelli e accessori",5.0,IND1+IND2,IND_LG,8.850000099999999
15110,"Industrie tessili, abbigliamento, pelli e accessori",5.0,IND1+IND2,IND_LG,12.529999700000001
